jobTitle,categoriesName,locations,employment,salaryMin,salaryMax,salary_mid,main_category,main_location,salaryMin_scaled,salaryMax_scaled,salary_mid_scaled
React Redux Frontend Developer Programmer Engineer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Timur,Full-time,7000000.0,10000000.0,8500000.0,Komputer/Teknologi Informasi,Jakarta Timur,0.13157894736842107,0.16492693110647183,0.15017462165308498
Pharma Validation/ Pharma Technical Writer,"Sains,Bioteknologi",Bintan,Full-time,4500000.0,6000000.0,5250000.0,Sains,Bintan,0.06578947368421054,0.08141962421711899,0.07450523864959255
Supervisor Training Service Otomotif R-4,"Pendidikan/Pelatihan,Pelatihan Pengembangan",Jawa Timur,Full-time,5000000.0,7000000.0,6000000.0,Pendidikan/Pelatihan,Jawa Timur,0.07894736842105263,0.10229645093945719,0.0919674039580908
Node.js Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Contract,6000000.0,10000000.0,8000000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.10526315789473684,0.16492693110647183,0.13853317811408614
Financial Services Consultant,"Akuntansi / Keuangan,Perbankan / Jasa Finansial",Jakarta Raya,Full-time,15000000.0,30000000.0,22500000.0,Akuntansi / Keuangan,Jakarta Raya,0.34210526315789475,0.5824634655532359,0.47613504074505236
IT Programmer (Product Life Cycle Management Implementator),"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Jakarta Selatan,Full-time,4416187.0,7500000.0,5958093.5,Komputer/Teknologi Informasi,Jakarta Selatan,0.06358386842105263,0.11273486430062629,0.09099169965075668
DevOps Engineer,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Yogyakarta,Full-time,7000000.0,9800000.0,8400000.0,Komputer/Teknologi Informasi,Yogyakarta,0.13157894736842107,0.16075156576200417,0.1478463329452852
IT Programmer (Business Intelligence Implementator),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,4416187.0,7500000.0,5958093.5,Komputer/Teknologi Informasi,Jakarta Selatan,0.06358386842105263,0.11273486430062629,0.09099169965075668
IT QA Automation,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Contract,7000000.0,12000000.0,9500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.13157894736842107,0.2066805845511482,0.17345750873108265
Software Quality Assurance (QA) Engineer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Pusat,Full-time,8000000.0,12000000.0,10000000.0,Komputer/Teknologi Informasi,Jakarta Pusat,0.15789473684210528,0.2066805845511482,0.1850989522700815
Golang / .NET Core Backend Developer Programmer Software Engineer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Timur,Full-time,9000000.0,12000000.0,10500000.0,Komputer/Teknologi Informasi,Jakarta Timur,0.1842105263157895,0.2066805845511482,0.19674039580908032
Financial Advisor - PLUIT,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Jakarta Utara,Full-time,2500000.0,3250000.0,2875000.0,Penjualan / Pemasaran,Jakarta Utara,0.013157894736842098,0.02400835073068893,0.01920838183934808
Sales Marketing untuk PT. Griya Bangun Persada (ESQ Group),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Raya,Full-time,4420000.0,6188000.0,5304000.0,Penjualan / Pemasaran,Jakarta Raya,0.06368421052631579,0.08534446764091858,0.07576251455180441
Game Designer,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Surabaya,Full-time,3000000.0,5000000.0,4000000.0,Seni/Media/Komunikasi,Surabaya,0.026315789473684202,0.0605427974947808,0.04540162980209545
Financial Advisor - Kuta,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Badung,Full-time,2500000.0,3250000.0,2875000.0,Penjualan / Pemasaran,Badung,0.013157894736842098,0.02400835073068893,0.01920838183934808
Sales executive software,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Tangerang,Full-time,8000000.0,15000000.0,11500000.0,Penjualan / Pemasaran,Tangerang,0.15789473684210528,0.26931106471816285,0.220023282887078
Product Owner - Senior,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Jakarta Raya,Malang,Surabaya",Full-time,10000000.0,15000000.0,12500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.21052631578947367,0.26931106471816285,0.24330616996507565
SALES CONSULTANT,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Raya,Full-time,4500000.0,5500000.0,5000000.0,Penjualan / Pemasaran,Jakarta Raya,0.06578947368421054,0.07098121085594991,0.06868451688009314
SAP Pre-Sales Consultant (Presales),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,10000000.0,15000000.0,12500000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.21052631578947367,0.26931106471816285,0.24330616996507565
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Manado,Full-time,3000000.0,5200000.0,4100000.0,Penjualan / Pemasaran,Manado,0.026315789473684202,0.06471816283924844,0.047729918509895226
Web Programmer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Pusat,Full-time,4200000.0,5880000.0,5040000.0,Komputer/Teknologi Informasi,Jakarta Pusat,0.057894736842105256,0.07891440501043842,0.06961583236321303
Terapis,"Pelayanan,Perawatan Pribadi","Sumatera Utara,Sumatera Barat,Sumatera Selatan,Aceh,Banten,Jakarta Raya,Jawa Barat,Jawa Tengah,Jawa Timur,Bali",Full-time,3500000.0,6500000.0,5000000.0,Pelayanan,Sumatera Utara,0.03947368421052632,0.09185803757828809,0.06868451688009314
SEO Specialist,"Penjualan / Pemasaran,Digital Marketing",Jakarta Raya,Full-time,5000000.0,10000000.0,7500000.0,Penjualan / Pemasaran,Jakarta Raya,0.07894736842105263,0.16492693110647183,0.12689173457508732
Sales Executive,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Utara,Full-time,3500000.0,5000000.0,4250000.0,Penjualan / Pemasaran,Jakarta Utara,0.03947368421052632,0.0605427974947808,0.051222351571594875
Salesman Yogyakarta,"Penjualan / Pemasaran,Penjualan Ritel",Yogyakarta,Full-time,2153970.0,2400000.0,2276985.0,Penjualan / Pemasaran,Yogyakarta,0.004051842105263152,0.00626304801670146,0.005284866123399297
Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Jakarta Utara,Full-time,10000000.0,15000000.0,12500000.0,Penjualan / Pemasaran,Jakarta Utara,0.21052631578947367,0.26931106471816285,0.24330616996507565
Financial Advisor - Badung Kuta,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Badung,Full-time,2500000.0,3250000.0,2875000.0,Penjualan / Pemasaran,Badung,0.013157894736842098,0.02400835073068893,0.01920838183934808
Financial Advisor - Kupang,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Kupang,Full-time,2500000.0,3250000.0,2875000.0,Penjualan / Pemasaran,Kupang,0.013157894736842098,0.02400835073068893,0.01920838183934808
DIGITAL MARKETING SPECIALIST,"Penjualan / Pemasaran,Digital Marketing",Tangerang,Full-time,3500000.0,7000000.0,5250000.0,Penjualan / Pemasaran,Tangerang,0.03947368421052632,0.10229645093945719,0.07450523864959255
Unity 3D,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Utara,Full-time,8000000.0,15000000.0,11500000.0,Komputer/Teknologi Informasi,Jakarta Utara,0.15789473684210528,0.26931106471816285,0.220023282887078
FullStack Javascript Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,7500000.0,9000000.0,8250000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.14473684210526316,0.14405010438413363,0.14435389988358557
Math Teacher / Guru Matematika,"Pendidikan/Pelatihan,Pendidikan",Jakarta Utara,Full-time,4000000.0,7000000.0,5500000.0,Pendidikan/Pelatihan,Jakarta Utara,0.052631578947368425,0.10229645093945719,0.08032596041909196
ACCOUNTING TAX STAFF (MANDARIN),"Akuntansi / Keuangan,Audit Pajak",Jakarta Utara,Full-time,8000000.0,10000000.0,9000000.0,Akuntansi / Keuangan,Jakarta Utara,0.15789473684210528,0.16492693110647183,0.1618160651920838
Computer Graphic Operator (CGO),"Lainnya,Penerbitan",Jakarta Raya,Full-time,3000000.0,3900000.0,3450000.0,Lainnya,Jakarta Raya,0.026315789473684202,0.037578288100208766,0.03259604190919673
Guru Mandarin (Mandarin Teacher),"Pendidikan/Pelatihan,Pendidikan",Jakarta Utara,Full-time,4500000.0,8000000.0,6250000.0,Pendidikan/Pelatihan,Jakarta Utara,0.06578947368421054,0.1231732776617954,0.09778812572759021
Staff Japanese Interpreter (Translator Bahasa Jepang),"Lainnya,Jurnalis/Editor",Sidoarjo,Full-time,4200000.0,5460000.0,4830000.0,Lainnya,Sidoarjo,0.057894736842105256,0.07014613778705636,0.06472642607683352
Content Marketing Officer,"Penjualan / Pemasaran,Digital Marketing",Jakarta Utara,Full-time,6000000.0,10000000.0,8000000.0,Penjualan / Pemasaran,Jakarta Utara,0.10526315789473684,0.16492693110647183,0.13853317811408614
Marketing Staff (Mandarin Speaking),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Barat,Full-time,8000000.0,15000000.0,11500000.0,Penjualan / Pemasaran,Jakarta Barat,0.15789473684210528,0.26931106471816285,0.220023282887078
CONTENT CREATOR (MAKLON KOSMETIK),"Seni/Media/Komunikasi,Periklanan",Tangerang,Full-time,2500000.0,3500000.0,3000000.0,Seni/Media/Komunikasi,Tangerang,0.013157894736842098,0.029227557411273482,0.022118742724097785
Translator - Penerjemah,"Lainnya,Jurnalis/Editor",Jakarta Utara,Full-time,10000000.0,14000000.0,12000000.0,Lainnya,Jakarta Utara,0.21052631578947367,0.24843423799582462,0.23166472642607683
Digital Marketing - Content Creator,"Penjualan / Pemasaran,Digital Marketing",Bali,Full-time,2800000.0,3920000.0,3360000.0,Penjualan / Pemasaran,Bali,0.02105263157894737,0.03799582463465554,0.03050058207217695
ERP FUNCTIONAL SAP FICO DOWNSTREAM,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,5000000.0,8000000.0,6500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.07894736842105263,0.1231732776617954,0.10360884749708962
Support Coach (Football),"Pendidikan/Pelatihan,Pendidikan",Banten,Contract,8000000.0,10000000.0,9000000.0,Pendidikan/Pelatihan,Banten,0.15789473684210528,0.16492693110647183,0.1618160651920838
Kepala Bagian Maintenance,"Manufaktur,Pemeliharaan",Bandung,Full-time,6000000.0,10000000.0,8000000.0,Manufaktur,Bandung,0.10526315789473684,0.16492693110647183,0.13853317811408614
SEO Specialist,"Penjualan / Pemasaran,Digital Marketing",Jakarta Selatan,Full-time,4000000.0,6000000.0,5000000.0,Penjualan / Pemasaran,Jakarta Selatan,0.052631578947368425,0.08141962421711899,0.06868451688009314
Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Tangerang,Full-time,4000000.0,5600000.0,4800000.0,Penjualan / Pemasaran,Tangerang,0.052631578947368425,0.07306889352818371,0.06402793946449359
SALES MARKETING,"Penjualan / Pemasaran,Penjualan Ritel",Jawa Barat,Full-time,3000000.0,4200000.0,3600000.0,Penjualan / Pemasaran,Jawa Barat,0.026315789473684202,0.04384133611691023,0.03608847497089638
PROGRAMMER REACT NATIVE DEVELOPER,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Tangerang,Full-time,6000000.0,10000000.0,8000000.0,Komputer/Teknologi Informasi,Tangerang,0.10526315789473684,0.16492693110647183,0.13853317811408614
ERP FUNCTIONAL SAP FICO DONWSTREAM,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,5000000.0,8000000.0,6500000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.07894736842105263,0.1231732776617954,0.10360884749708962
Senior Marketing,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jawa Barat,Full-time,6000000.0,10000000.0,8000000.0,Penjualan / Pemasaran,Jawa Barat,0.10526315789473684,0.16492693110647183,0.13853317811408614
Senior Sales,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Jakarta Raya,Full-time,12000000.0,16800000.0,14400000.0,Penjualan / Pemasaran,Jakarta Raya,0.2631578947368421,0.30688935281837165,0.2875436554132712
Application Security Analyst,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Tangerang,Contract,7000000.0,10000000.0,8500000.0,Komputer/Teknologi Informasi,Tangerang,0.13157894736842107,0.16492693110647183,0.15017462165308498
JAVA DEVELOPER / WEB DEVELOPER,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bandung,Full-time,5000000.0,8000000.0,6500000.0,Komputer/Teknologi Informasi,Bandung,0.07894736842105263,0.1231732776617954,0.10360884749708962
JAVA Application Support,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,6000000.0,10000000.0,8000000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.10526315789473684,0.16492693110647183,0.13853317811408614
Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Jakarta Utara,Full-time,4000000.0,6000000.0,5000000.0,Penjualan / Pemasaran,Jakarta Utara,0.052631578947368425,0.08141962421711899,0.06868451688009314
Sales Staff,"Penjualan / Pemasaran,Penjualan Ritel",Bogor,Full-time,3000000.0,4200000.0,3600000.0,Penjualan / Pemasaran,Bogor,0.026315789473684202,0.04384133611691023,0.03608847497089638
NET Developer Programmer With MS SQL Server Skills,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Contract,13000000.0,17000000.0,15000000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.2894736842105263,0.3110647181628393,0.30151338766006985
CONTENT CREATOR,"Penjualan / Pemasaran,Digital Marketing",Palembang,Contract,3000000.0,3500000.0,3250000.0,Penjualan / Pemasaran,Palembang,0.026315789473684202,0.029227557411273482,0.027939464493597195
Sales Representative Cibinong,"Penjualan / Pemasaran,Penjualan Ritel",Cibinong,Full-time,2000000.0,2800000.0,2400000.0,Penjualan / Pemasaran,Cibinong,0.0,0.014613778705636744,0.008149010477299184
DISTRICT SALES MANAGER - MEDAN,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Jakarta Raya,Full-time,14000000.0,25000000.0,19500000.0,Penjualan / Pemasaran,Jakarta Raya,0.31578947368421056,0.47807933194154495,0.40628637951105934
FULL TIME DEVELOPER ( MOBILE DAN WEB),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Semarang,Full-time,2900000.0,3500000.0,3200000.0,Komputer/Teknologi Informasi,Semarang,0.023684210526315787,0.029227557411273482,0.02677532013969732
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Semarang,Full-time,3000000.0,5200000.0,4100000.0,Penjualan / Pemasaran,Semarang,0.026315789473684202,0.06471816283924844,0.047729918509895226
Senior Python Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,12000000.0,17000000.0,14500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.2631578947368421,0.3110647181628393,0.289871944121071
Head of Human Resource,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Surabaya,Full-time,3500000.0,7000000.0,5250000.0,Sumber Daya Manusia/Personalia,Surabaya,0.03947368421052632,0.10229645093945719,0.07450523864959255
SALES TO,"Penjualan / Pemasaran,Penjualan Ritel",Jambi,Full-time,4000000.0,7000000.0,5500000.0,Penjualan / Pemasaran,Jambi,0.052631578947368425,0.10229645093945719,0.08032596041909196
Backend Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Surabaya,Full-time,5000000.0,6000000.0,5500000.0,Komputer/Teknologi Informasi,Surabaya,0.07894736842105263,0.08141962421711899,0.08032596041909196
Staff HRD,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Utara,Full-time,4000000.0,5600000.0,4800000.0,Sumber Daya Manusia/Personalia,Jakarta Utara,0.052631578947368425,0.07306889352818371,0.06402793946449359
General Administrative Officer,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Barat,Full-time,5500000.0,10000000.0,7750000.0,Akuntansi / Keuangan,Jakarta Barat,0.09210526315789475,0.16492693110647183,0.13271245634458673
TEKNISI INSTALASI FURNITURE,"Teknik,Teknik Lainnya",Jakarta Barat,Contract,2800000.0,3800000.0,3300000.0,Teknik,Jakarta Barat,0.02105263157894737,0.03549060542797495,0.029103608847497082
Fashion Photographer/Videographer,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Tangerang,Full-time,5000000.0,10000000.0,7500000.0,Seni/Media/Komunikasi,Tangerang,0.07894736842105263,0.16492693110647183,0.12689173457508732
Content Creator for Social Media,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Jakarta Selatan,Full-time,4000000.0,5000000.0,4500000.0,Seni/Media/Komunikasi,Jakarta Selatan,0.052631578947368425,0.0605427974947808,0.057043073341094284
Apoteker,"Layanan Kesehatan,Farmasi",Sleman,Full-time,2500000.0,3000000.0,2750000.0,Layanan Kesehatan,Sleman,0.013157894736842098,0.01878914405010438,0.016298020954598362
KOL Specialist (Brand Skincare Kosmetik),"Penjualan / Pemasaran,Digital Marketing",Jakarta Utara,Full-time,4000000.0,5500000.0,4750000.0,Penjualan / Pemasaran,Jakarta Utara,0.052631578947368425,0.07098121085594991,0.0628637951105937
Marketing dan Digital Marketing,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Surabaya,Full-time,3000000.0,4500000.0,3750000.0,Penjualan / Pemasaran,Surabaya,0.026315789473684202,0.0501043841336117,0.03958090803259604
Human Capital Supervisor,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Selatan,Full-time,5500000.0,7300000.0,6400000.0,Sumber Daya Manusia/Personalia,Jakarta Selatan,0.09210526315789475,0.10855949895615866,0.10128055878928988
Area Business Development - Batam,"Penjualan / Pemasaran,Penjualan Ritel",Batam,Full-time,6000000.0,10000000.0,8000000.0,Penjualan / Pemasaran,Batam,0.10526315789473684,0.16492693110647183,0.13853317811408614
SALES B2B,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Barat,Full-time,4200000.0,6000000.0,5100000.0,Penjualan / Pemasaran,Jakarta Barat,0.057894736842105256,0.08141962421711899,0.07101280558789289
Assistant Center Manager,"Pelayanan,Layanan Pelanggan",Jakarta Utara,Full-time,5000000.0,5500000.0,5250000.0,Pelayanan,Jakarta Utara,0.07894736842105263,0.07098121085594991,0.07450523864959255
SEO SPECIALIST,"Penjualan / Pemasaran,Digital Marketing",Jakarta Utara,Full-time,4000000.0,5500000.0,4750000.0,Penjualan / Pemasaran,Jakarta Utara,0.052631578947368425,0.07098121085594991,0.0628637951105937
Karyawan Packing Barang,"Penjualan / Pemasaran,E-commerce",Jakarta Barat,Full-time,4700000.0,6800000.0,5750000.0,Penjualan / Pemasaran,Jakarta Barat,0.07105263157894737,0.09812108559498955,0.0861466821885914
Manager Operasional Klinik Kecantikan,"Pelayanan,Perawatan Pribadi","Jakarta Raya,Bekasi",Full-time,5000000.0,10000000.0,7500000.0,Pelayanan,Jakarta Raya,0.07894736842105263,0.16492693110647183,0.12689173457508732
Social Media Talent - Content Creativ,"Penjualan / Pemasaran,Digital Marketing",Surabaya,Full-time,4000000.0,5000000.0,4500000.0,Penjualan / Pemasaran,Surabaya,0.052631578947368425,0.0605427974947808,0.057043073341094284
Marketing Public Relation,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Bandung,Full-time,3500000.0,3750000.0,3625000.0,Penjualan / Pemasaran,Bandung,0.03947368421052632,0.03444676409185803,0.03667054714784632
Strategic Marketing Sales Manager,"Penjualan / Pemasaran,E-commerce",Jakarta Raya,Full-time,10000000.0,18000000.0,14000000.0,Penjualan / Pemasaran,Jakarta Raya,0.21052631578947367,0.3319415448851775,0.27823050058207216
Staff Marketing Officer (Pemasaran/Promosi Digital) Furniture Store Jakarta.,"Penjualan / Pemasaran,Digital Marketing",Jakarta Pusat,Full-time,6000000.0,6500000.0,6250000.0,Penjualan / Pemasaran,Jakarta Pusat,0.10526315789473684,0.09185803757828809,0.09778812572759021
Data Engineer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,13000000.0,18200000.0,15600000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.2894736842105263,0.3361169102296451,0.31548311990686845
Admin Import (Staff),"Pelayanan,Logistik/Rantai Pasokan",Jakarta Utara,Contract,3200000.0,4480000.0,3840000.0,Pelayanan,Jakarta Utara,0.03157894736842105,0.049686847599164925,0.04167636786961582
IOS Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Contract,18000000.0,23400000.0,20700000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.4210526315789474,0.4446764091858038,0.4342258440046566
Business Marketing,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Medan,Full-time,4000000.0,5600000.0,4800000.0,Penjualan / Pemasaran,Medan,0.052631578947368425,0.07306889352818371,0.06402793946449359
